u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u59,u60,u61,u62,u63,u64,u65,u66,u67,u68,u69,u70,u71,u72,u73,u74,u75,u76,u77,u78,u79,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,l33,l34,l35,l36,l37,l38,l39,l40,l41,l42,l43,l44,l45,l46,l47,l48,l49,l50,l51,l52,l53,l54,l55,l56,l57,l58,l59,l60,l61,l62,l63,l64,l65,l66,l67,l68,l69,l70,l71,l72,l73,l74,l75,l76,l77,l78,l79,Cl,Cd
0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,0.0,0.00471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,,
0.0,0.012909669365732174,0.05394135826895545,0.12046412895102739,0.20972337469743788,0.31564068976374987,0.42971847674514746,0.5483908018869255,0.6616738891261582,0.7675396637064028,0.0,0.0250076762743947,0.05892974047931265,0.09127277055147649,0.1168244148198671,0.13619808152078622,0.14640470110419515,0.14789983266006063,0.13384744441868382,0.09836895919591772,-0.0004748978515333889,0.021960761101660793,0.07214090650291985,0.14729680353620833,0.243086542110092,0.3525726812876083,0.46892533205014947,0.5883734581706527,0.7000703303908583,0.8036209457327337,0.004995872197727792,0.035210655183900645,0.07030199521606798,0.101634108739335,0.12423261166869914,0.1418318049980074,0.14875357814322293,0.14634494085123065,0.12678459881708726,0.07834665029621615,0.003858577629803554,0.03574181003499106,0.09363145436584645,0.17636020728478374,0.2787086982398914,0.39051162144014545,0.5084081456031982,0.6232774478614581,0.7314583816800719,0.8221855908888382,0.014804697364888757,0.04755748574255734,0.08091143236361799,0.10941621797103507,0.13056435804356503,0.14405582406516737,0.1494547244688906,0.14091029002028038,0.11839126809561928,0.04487602530922517,0.012909669365732174,0.05394135826895545,0.12046412895102739,0.20972337469743788,0.31564068976374987,0.42971847674514746,0.5483908018869255,0.6616738891261582,0.7675396637064028,1.0,0.0250076762743947,0.05892974047931265,0.09127277055147649,0.1168244148198671,0.13619808152078622,0.14640470110419515,0.14789983266006063,0.13384744441868382,0.09836895919591772,0.0,0.0,0.012909669365732174,0.05394135826895545,0.12046412895102739,0.20972337469743788,0.31564068976374987,0.42971847674514746,0.5483908018869255,0.6616738891261582,0.7675396637064028,0.0,0.0250076762743947,0.05892974047931265,0.09127277055147649,0.1168244148198671,0.13619808152078622,0.14640470110419515,0.14789983266006063,0.13384744441868382,0.09836895919591772,-0.0004748978515333889,0.021960761101660793,0.07214090650291985,0.14729680353620833,0.243086542110092,0.3525726812876083,0.46892533205014947,0.5883734581706527,0.7000703303908583,0.8036209457327337,0.004995872197727792,0.035210655183900645,0.07030199521606798,0.101634108739335,0.12423261166869914,0.1418318049980074,0.14875357814322293,0.14634494085123065,0.12678459881708726,0.07834665029621615,0.003858577629803554,0.03574181003499106,0.09363145436584645,0.17636020728478374,0.2787086982398914,0.39051162144014545,0.5084081456031982,0.6232774478614581,0.7314583816800719,0.8221855908888382,0.014804697364888757,0.04755748574255734,0.08091143236361799,0.10941621797103507,0.13056435804356503,0.14405582406516737,0.1494547244688906,0.14091029002028038,0.11839126809561928,0.04487602530922517,0.012909669365732174,0.05394135826895545,0.12046412895102739,0.20972337469743788,0.31564068976374987,0.42971847674514746,0.5483908018869255,0.6616738891261582,0.7675396637064028,1.0,0.0250076762743947,0.05892974047931265,0.09127277055147649,0.1168244148198671,0.13619808152078622,0.14640470110419515,0.14789983266006063,0.13384744441868382,0.09836895919591772,0.0,0.3043,0.01103
0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,,
0.0,0.014313877541313861,0.05768042145527966,0.12631152303454327,0.2178526122991078,0.3246254344041137,0.43905719056284875,0.5567749312642785,0.651530026172988,0.7282172746733073,0.0,0.025973888459872557,0.06007411383258749,0.09114623982137504,0.11467538109798175,0.13158523516899368,0.13978160310944548,0.1403042621790043,0.12569130517489385,0.09220322964144664,-0.0008115278350109512,0.02335739608077024,0.07580828518970376,0.15357748920752856,0.2509717728795565,0.3610436675888846,0.4764945215654423,0.5937590698649663,0.6803149302647767,0.7553744689242934,0.00261221325093414,0.03618362257476186,0.07087634344146315,0.10094091033917228,0.12085538651609704,0.1363815810861304,0.14136493834036246,0.1382042663330132,0.11851983350664513,0.07324231727810611,0.005270359001857482,0.039552557720855565,0.09904555686155797,0.18473345171865907,0.28820720121934273,0.4016198595602552,0.5197907926635906,0.6227451220811994,0.7010600804223213,0.7768565190685391,0.015764154344983253,0.049271884223711836,0.0813515693035778,0.10849537567986647,0.12678888925185694,0.1381982678785285,0.1424042580249954,0.13286277684314257,0.11116414200478718,0.041861475006889706,0.014313877541313861,0.05768042145527966,0.12631152303454327,0.2178526122991078,0.3246254344041137,0.43905719056284875,0.5567749312642785,0.651530026172988,0.7282172746733073,1.0,0.025973888459872557,0.06007411383258749,0.09114623982137504,0.11467538109798175,0.13158523516899368,0.13978160310944548,0.1403042621790043,0.12569130517489385,0.09220322964144664,0.0,0.0,0.014313877541313861,0.05768042145527966,0.12631152303454327,0.2178526122991078,0.3246254344041137,0.43905719056284875,0.5567749312642785,0.651530026172988,0.7282172746733073,0.0,0.025973888459872557,0.06007411383258749,0.09114623982137504,0.11467538109798175,0.13158523516899368,0.13978160310944548,0.1403042621790043,0.12569130517489385,0.09220322964144664,-0.0008115278350109512,0.02335739608077024,0.07580828518970376,0.15357748920752856,0.2509717728795565,0.3610436675888846,0.4764945215654423,0.5937590698649663,0.6803149302647767,0.7553744689242934,0.00261221325093414,0.03618362257476186,0.07087634344146315,0.10094091033917228,0.12085538651609704,0.1363815810861304,0.14136493834036246,0.1382042663330132,0.11851983350664513,0.07324231727810611,0.005270359001857482,0.039552557720855565,0.09904555686155797,0.18473345171865907,0.28820720121934273,0.4016198595602552,0.5197907926635906,0.6227451220811994,0.7010600804223213,0.7768565190685391,0.015764154344983253,0.049271884223711836,0.0813515693035778,0.10849537567986647,0.12678888925185694,0.1381982678785285,0.1424042580249954,0.13286277684314257,0.11116414200478718,0.041861475006889706,0.014313877541313861,0.05768042145527966,0.12631152303454327,0.2178526122991078,0.3246254344041137,0.43905719056284875,0.5567749312642785,0.651530026172988,0.7282172746733073,1.0,0.025973888459872557,0.06007411383258749,0.09114623982137504,0.11467538109798175,0.13158523516899368,0.13978160310944548,0.1403042621790043,0.12569130517489385,0.09220322964144664,0.0,0.218,0.00914
0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,,
0.0,0.009403569840789612,0.042479165193261226,0.10024603331463725,0.18425253958527602,0.290856252176228,0.4033732830032516,0.522354156410755,0.6431788813323362,0.7686063936612142,0.0,0.02455397258373038,0.05575767489021967,0.08846840947828498,0.11635750421046984,0.13890373709075698,0.15241330563501376,0.15717836719104966,0.14526267279656518,0.1079055220988534,-2.7513403626108074e-05,0.016252066815230427,0.05646859168181853,0.12193771292969594,0.21828962302781543,0.3258912077390149,0.441497289743874,0.5636014498368711,0.683257296241985,0.8090504619858349,0.012644297524842045,0.03318143328764716,0.06658726603961797,0.09875307767452603,0.12521641137250622,0.14544458803982982,0.1559350907070776,0.1567592839620812,0.1391276856342045,0.08755101818357788,0.0025550728663487976,0.028489738704703917,0.07855435369957856,0.1502154561427366,0.2558212966134411,0.3652492762626292,0.48110686298463895,0.6031004664226876,0.7281623253365935,0.8297962065501359,0.0159265118798136,0.04492808374082137,0.07818374128204393,0.10749859704843344,0.13236288614168415,0.14889152056294994,0.15759745042001813,0.15139765995892587,0.12826002601412892,0.051031398783683075,0.009403569840789612,0.042479165193261226,0.10024603331463725,0.18425253958527602,0.290856252176228,0.4033732830032516,0.522354156410755,0.6431788813323362,0.7686063936612142,1.0,0.02455397258373038,0.05575767489021967,0.08846840947828498,0.11635750421046984,0.13890373709075698,0.15241330563501376,0.15717836719104966,0.14526267279656518,0.1079055220988534,0.0,0.0,0.009403569840789612,0.042479165193261226,0.10024603331463725,0.18425253958527602,0.290856252176228,0.4033732830032516,0.522354156410755,0.6431788813323362,0.7686063936612142,0.0,0.02455397258373038,0.05575767489021967,0.08846840947828498,0.11635750421046984,0.13890373709075698,0.15241330563501376,0.15717836719104966,0.14526267279656518,0.1079055220988534,-2.7513403626108074e-05,0.016252066815230427,0.05646859168181853,0.12193771292969594,0.21828962302781543,0.3258912077390149,0.441497289743874,0.5636014498368711,0.683257296241985,0.8090504619858349,0.012644297524842045,0.03318143328764716,0.06658726603961797,0.09875307767452603,0.12521641137250622,0.14544458803982982,0.1559350907070776,0.1567592839620812,0.1391276856342045,0.08755101818357788,0.0025550728663487976,0.028489738704703917,0.07855435369957856,0.1502154561427366,0.2558212966134411,0.3652492762626292,0.48110686298463895,0.6031004664226876,0.7281623253365935,0.8297962065501359,0.0159265118798136,0.04492808374082137,0.07818374128204393,0.10749859704843344,0.13236288614168415,0.14889152056294994,0.15759745042001813,0.15139765995892587,0.12826002601412892,0.051031398783683075,0.009403569840789612,0.042479165193261226,0.10024603331463725,0.18425253958527602,0.290856252176228,0.4033732830032516,0.522354156410755,0.6431788813323362,0.7686063936612142,1.0,0.02455397258373038,0.05575767489021967,0.08846840947828498,0.11635750421046984,0.13890373709075698,0.15241330563501376,0.15717836719104966,0.14526267279656518,0.1079055220988534,0.0,0.2798,0.0053
0.0,0.008337264599503756,0.037001595292861456,0.08860837282944405,0.16580570592392974,0.2660618569381118,0.37381931452148365,0.48993837989466216,0.6263020188823257,0.7784937515230821,0.0,0.015617481834573586,0.04218620044002949,0.07019783464412227,0.09536426063099349,0.11696183460017162,0.13058886183371432,0.13668782665376905,0.12757683528265087,0.091847556644661,0.0005095101273088896,0.014197999049075972,0.049272097535265125,0.10802946946335124,0.19805500554911665,0.2989001995156443,0.4110108974084407,0.5321459629078074,0.6720242249901369,0.824760348707273,0.0116982495326082,0.023458461363763086,0.052291619941174844,0.08008598999030384,0.10426728272012808,0.12388131315030249,0.13491558147942984,0.1372511785396053,0.122426820799375,0.0714980926064586,0.00247653014993154,0.024731093050457783,0.06918727619553686,0.13355640629874282,0.2332235143605793,0.3366277316345266,0.44773079688151696,0.5805798127745145,0.7322271543388912,0.8480424206309072,0.007776502305384087,0.03208078093888414,0.0603096792979407,0.08646123854185889,0.11004235605004076,0.1262621421879988,0.1361244747679328,0.13272684976592675,0.1121970206828634,0.03540003840810704,0.008337264599503756,0.037001595292861456,0.08860837282944405,0.16580570592392974,0.2660618569381118,0.37381931452148365,0.48993837989466216,0.6263020188823257,0.7784937515230821,1.0,0.015617481834573586,0.04218620044002949,0.07019783464412227,0.09536426063099349,0.11696183460017162,0.13058886183371432,0.13668782665376905,0.12757683528265087,0.091847556644661,0.0,0.0,0.008337264599503756,0.037001595292861456,0.08860837282944405,0.16580570592392974,0.2660618569381118,0.37381931452148365,0.48993837989466216,0.6263020188823257,0.7784937515230821,0.0,0.015617481834573586,0.04218620044002949,0.07019783464412227,0.09536426063099349,0.11696183460017162,0.13058886183371432,0.13668782665376905,0.12757683528265087,0.091847556644661,0.0005095101273088896,0.014197999049075972,0.049272097535265125,0.10802946946335124,0.19805500554911665,0.2989001995156443,0.4110108974084407,0.5321459629078074,0.6720242249901369,0.824760348707273,0.0116982495326082,0.023458461363763086,0.052291619941174844,0.08008598999030384,0.10426728272012808,0.12388131315030249,0.13491558147942984,0.1372511785396053,0.122426820799375,0.0714980926064586,0.00247653014993154,0.024731093050457783,0.06918727619553686,0.13355640629874282,0.2332235143605793,0.3366277316345266,0.44773079688151696,0.5805798127745145,0.7322271543388912,0.8480424206309072,0.007776502305384087,0.03208078093888414,0.0603096792979407,0.08646123854185889,0.11004235605004076,0.1262621421879988,0.1361244747679328,0.13272684976592675,0.1121970206828634,0.03540003840810704,0.008337264599503756,0.037001595292861456,0.08860837282944405,0.16580570592392974,0.2660618569381118,0.37381931452148365,0.48993837989466216,0.6263020188823257,0.7784937515230821,1.0,0.015617481834573586,0.04218620044002949,0.07019783464412227,0.09536426063099349,0.11696183460017162,0.13058886183371432,0.13668782665376905,0.12757683528265087,0.091847556644661,0.0,-0.0485,0.01925
0.0,0.007411036136440041,0.03331508152378212,0.08080930093698903,0.15208180154248277,0.24619897998471657,0.3493851766623871,0.4616405389531219,0.6031378307196291,0.7670611951207019,0.0,0.019298044556507167,0.04654051101686854,0.07670066880472416,0.10410485974433367,0.1280326601711354,0.14437807221534077,0.15235872752952528,0.14446395200754136,0.10777803663455862,0.00045798475773743696,0.012976060323851851,0.04441617753943192,0.09797652759540207,0.1821656432858531,0.27702111153699027,0.38513152540743834,0.5030258778164886,0.6513927862194142,0.8160151329423037,0.014395964813915025,0.027018397274287294,0.05674606151170659,0.08670352226035716,0.11364487786649184,0.13540815055782848,0.14919916035584424,0.1533808435704895,0.13952199407745502,0.08697013675538673,0.0018460119490282315,0.022213985508132316,0.06364207427857599,0.12199795979911242,0.21537684843244287,0.3136388279173359,0.42025520008975525,0.554882875219844,0.7181072572991002,0.842144484250086,0.01157769183872704,0.036334960522030495,0.06669781534909117,0.0945648416221755,0.12065716978444233,0.1395569840748373,0.15133661148856106,0.1494059099376277,0.12858593651373051,0.049113971314945395,0.007411036136440041,0.03331508152378212,0.08080930093698903,0.15208180154248277,0.24619897998471657,0.3493851766623871,0.4616405389531219,0.6031378307196291,0.7670611951207019,1.0,0.019298044556507167,0.04654051101686854,0.07670066880472416,0.10410485974433367,0.1280326601711354,0.14437807221534077,0.15235872752952528,0.14446395200754136,0.10777803663455862,0.0,0.0,0.007411036136440041,0.03331508152378212,0.08080930093698903,0.15208180154248277,0.24619897998471657,0.3493851766623871,0.4616405389531219,0.6031378307196291,0.7670611951207019,0.0,0.019298044556507167,0.04654051101686854,0.07670066880472416,0.10410485974433367,0.1280326601711354,0.14437807221534077,0.15235872752952528,0.14446395200754136,0.10777803663455862,0.00045798475773743696,0.012976060323851851,0.04441617753943192,0.09797652759540207,0.1821656432858531,0.27702111153699027,0.38513152540743834,0.5030258778164886,0.6513927862194142,0.8160151329423037,0.014395964813915025,0.027018397274287294,0.05674606151170659,0.08670352226035716,0.11364487786649184,0.13540815055782848,0.14919916035584424,0.1533808435704895,0.13952199407745502,0.08697013675538673,0.0018460119490282315,0.022213985508132316,0.06364207427857599,0.12199795979911242,0.21537684843244287,0.3136388279173359,0.42025520008975525,0.554882875219844,0.7181072572991002,0.842144484250086,0.01157769183872704,0.036334960522030495,0.06669781534909117,0.0945648416221755,0.12065716978444233,0.1395569840748373,0.15133661148856106,0.1494059099376277,0.12858593651373051,0.049113971314945395,0.007411036136440041,0.03331508152378212,0.08080930093698903,0.15208180154248277,0.24619897998471657,0.3493851766623871,0.4616405389531219,0.6031378307196291,0.7670611951207019,1.0,0.019298044556507167,0.04654051101686854,0.07670066880472416,0.10410485974433367,0.1280326601711354,0.14437807221534077,0.15235872752952528,0.14446395200754136,0.10777803663455862,0.0,-0.0515,0.01685
0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,0.0,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,0.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,-0.0008200005039011749,0.022939990494869195,0.07263166449791172,0.14538999748174303,0.23682499124905335,0.3415583248450957,0.4541633193730128,0.5692533242726869,0.683881661376476,0.7912349906719561,0.008037830129144047,0.039922821450019595,0.0746608214232039,0.10575932184956974,0.12763982631819587,0.14459349008209388,0.15218066770749286,0.15098865984750984,0.13278316419079061,0.08452915696484037,0.0038200021075502,0.036728333509326055,0.09458999765850827,0.17415500007433807,0.27062166566610973,0.3785966690602629,0.49272666602521037,0.6079983306448853,0.7210849996469263,0.8139039939759208,0.018249169491350796,0.05217716857114568,0.08571866658509245,0.11387416411401134,0.1340725001766931,0.1477953275553218,0.15377333474981833,0.1464408322977836,0.12427683331813372,0.05052549436090277,0.013379996301209698,0.05467999900361889,0.11998999757012564,0.2054899956616957,0.3060899952556027,0.41637999421663785,0.5309899951489486,0.6459399960106806,0.7561599951594412,1.0,0.029085995470685196,0.0634189949971748,0.09573899421733109,0.12075699521610361,0.13933299512939348,0.14998799763140733,0.15238099729866408,0.1396119982442871,0.10440299514148704,0.0,,
